review,sentiment
"Expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",positive
It all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,positive
"-LRB- Javier Bardem is -RRB- one of the few reasons to watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama .",positive
"Feels shrill , simple and soapy .",positive
"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .",negative
Brady achieves the remarkable feat of squandering a topnotch foursome of actors ... by shoving them into every clich̩d white-trash situation imaginable .,positive
"In the name of an allegedly inspiring and easily marketable flick , The Emperor 's Club turns a blind eye to the very history it pretends to teach .",positive
No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .,negative
"A direct-to-void release , heading nowhere .",positive
"Typical anim̩ , with cheapo animation -LRB- like Saturday morning TV in the '60s -RRB- , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names .",positive
Below is well below expectations .,positive
"At no point during K-19 : The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",positive
... standard guns versus martial arts cliche with little new added .,positive
Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,positive
It does n't work as either .,positive
"Given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",negative
"Possession is in the end an honorable , interesting failure .",positive
"It falls far short of poetry , but it 's not bad prose .",positive
Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .,positive
"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",positive
"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",negative
"Viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .",positive
"There 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .",positive
"The Master of Disguise is funny -- not `` ha ha '' funny , `` dead circus performer '' funny .",negative
And for all the wrong reasons besides .,negative
"A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .",negative
"A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",positive
You leave feeling like you 've endured a long workout without your pulse ever racing .,positive
"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .",negative
"With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",positive
It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .,positive
"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",negative
"So mind-numbingly awful that you hope Britney wo n't do it one more time , as far as movies are concerned .",negative
"The images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where Whitaker 's misfit artist is concerned .",positive
"If Welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .",positive
"Sets animation back 30 years , musicals back 40 years and Judaism back at least 50 .",positive
"Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",negative
Might best be enjoyed as a daytime soaper .,positive
"eventually arrives at its heart , as simple self-reflection meditation .",positive
"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .",positive
"Boy oh boy , it 's a howler .",positive
A few pieces of the film buzz and whir ; very little of it actually clicks .,positive
The thing just never gets off the ground .,positive
... contains very few laughs and even less surprises .,positive
The actors must indeed be good to recite some of this laughable dialogue with a straight face .,positive
Most of the storylines feel like time fillers between surf shots .,positive
"The movie is n't horrible , but you can see mediocre cresting on the next wave .",positive
"However stale the material , Lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",positive
There 's nothing remotely topical or sexy here .,positive
"The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .",positive
Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,negative
The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,positive
"While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House .",positive
So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,positive
Reeks of rot and hack work from start to finish .,positive
An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .,negative
Woody Allen has really found his groove these days .,positive
The problem is that it is one that allows him to churn out one mediocre movie after another .,negative
"The bland outweighs the nifty , and Cletis Tout never becomes the clever crime comedy it thinks it is .",negative
It 's such a mechanical endeavor -LRB- that -RRB- it never bothers to question why somebody might devote time to see it .,positive
"The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack .",positive
"If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",positive
"Ultimately , in the history of the Academy , people may be wondering what all that jazz was about `` Chicago '' in 2002 .",positive
Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a,positive
A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,negative
"A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",positive
"Its plot and animation offer daytime TV serviceability , but little more .",positive
"A tired , unimaginative and derivative variation of that already-shallow genre .",negative
"Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .",positive
A film with a great premise but only a great premise .,positive
Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .,positive
Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,positive
"-LRB- Kirshner wins , but it 's close . -RRB-",positive
A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,negative
"What started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and borderline silly chase sequence .",positive
-LRB- Sam 's -RRB- self-flagellation is more depressing than entertaining .,positive
"An ugly , pointless , stupid movie .",negative
"Simply put , there should have been a more compelling excuse to pair Susan Sarandon and Goldie Hawn .",positive
The Master of Disguise represents Adam Sandler 's latest attempt to dumb down the universe .,negative
"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",positive
Too silly to take seriously .,negative
"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",positive
"Everything 's serious , poetic , earnest and -- sadly -- dull .",negative
I like it .,positive
"No , I hate it .",negative
"No , I love it ... hell , I dunno .",negative
This mess of a movie is nothing short of a travesty of a transvestite comedy .,positive
"It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",positive
A fifty car pileup of cliches .,negative
"It 's a stale , overused cocktail using the same olives since 1962 as garnish .",positive
"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",negative
What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .,negative
"As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .",negative
"As a story of dramatic enlightenment , the screenplay by Billy Ray and Terry George leaves something to be desired .",positive
"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",negative
It 's not hateful .,positive
"It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",negative
Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .,positive
"The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .",positive
A rather tired exercise in nostalgia .,negative
"The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .",negative
"Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .",negative
"Bad Company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",negative
Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .,positive
"A markedly inactive film , City is conversational bordering on confessional .",positive
"While kids will probably eat the whole thing up , most adults will be way ahead of the plot .",positive
"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",negative
We 've liked Klein 's other work but Rollerball left us cold .,positive
"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",negative
They were right .,positive
"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",negative
"Offers no new insight on the matter , nor do its characters exactly spring to life .",negative
"Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant .",positive
"Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .",negative
"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",negative
"Guy gets girl , guy loses girl , audience falls asleep .",negative
"Too ordinary to restore -LRB- Harmon -RRB- to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",negative
Stirs potentially enticing ingredients into an uneasy blend of Ghost and Close Encounters of the Third Kind .,negative
"The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .",positive
It 's pretentious in a way that verges on the amateurish .,positive
"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",positive
It does n't matter that the film is less than 90 minutes .,negative
It still feels like a prison stretch .,negative
"Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .",positive
"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",positive
The overall feel is not unlike watching a glorified episode of `` 7th Heaven . '',positive
Just a Kiss is a just a waste .,positive
... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,negative
"Frankly , it 's kind of insulting , both to men and women .",negative
And it 's not that funny -- which is just generally insulting .,negative
"As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",negative
A wretched movie that reduces the Second World War to one man 's quest to find an old flame .,negative
"This is a remake by the numbers , linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie .",positive
"It 's better than mid-range Steven Seagal , but not as sharp as Jet Li on rollerblades .",positive
There 's a reason why halftime is only fifteen minutes long .,positive
The talk-heavy film plays like one of Robert Altman 's lesser works .,positive
As happily glib and vicious as its characters .,positive
One of those films that started with a great premise and then just fell apart .,positive
"No better or worse than ` Truth or Consequences , N.M. ' or any other interchangeable actioner with imbecilic Mafia toolbags botching a routine assignment in a Western backwater .",negative
-LRB- MacDowell -RRB- ventures beyond her abilities several times here and reveals how bad an actress she is .,negative
"I can imagine this movie as a b & w British comedy , circa 1960 , with Peter Sellers , Kenneth Williams , et al. , but at this time , with this cast , this movie is hopeless .",negative
"Talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .",positive
"Kurys never shows why , of all the period 's volatile romantic lives , Sand and Musset are worth particular attention .",positive
"Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .",positive
"And in a sense , that 's a liability .",negative
It 's easy to love Robin Tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices .,positive
"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",positive
The new film of Anton Chekhov 's The Cherry Orchard puts the ` ick ' in ` classic . ',positive
"Has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original .",positive
"If I want music , I 'll buy the soundtrack .",positive
"If I want a real movie , I 'll buy the Criterion DVD .",positive
"An unremarkable , modern action\/comedy buddy movie whose only nod to nostalgia is in the title .",positive
Has all the right elements but completely fails to gel together .,negative
Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . ',positive
"Seagal ran out of movies years ago , and this is just the proof .",positive
"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",positive
An awkwardly garish showcase that diverges from anything remotely probing or penetrating .,negative
The name says it all .,positive
Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .,negative
"Children , Christian or otherwise , deserve to hear the full story of Jonah 's despair -- in all its agonizing , Catch-22 glory -- even if they spend years trying to comprehend it .",negative
Pleasant but not more than recycled jock piffle .,positive
... the kind of movie you see because the theater has air conditioning .,positive
"With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?",positive
Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .,positive
Hip-hop prison thriller of stupefying absurdity .,negative
An uneven mix of dark satire and childhood awakening .,positive
"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there 's little to be learned from watching ` Comedian '",positive
"A perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .",negative
"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .",positive
The problem is the needlessly poor quality of its archival prints and film footage .,negative
"The images lack contrast , are murky and are frequently too dark to be decipherable .",negative
Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .,positive
"As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",negative
"I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .",negative
"There are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",negative
"The Emperor 's Club is one of those films that possesses all the good intentions in the world , but ...",positive
"In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '",positive
A straight-ahead thriller that never rises above superficiality .,positive
Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .,positive
"The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .",positive
"Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?",negative
"Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .",positive
Serving Sara is little more than a mall movie designed to kill time .,negative
"Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",positive
A well-made but emotionally scattered film whose hero gives his heart only to the dog .,positive
The most repugnant adaptation of a classic text since Roland Joff̩ and Demi Moore 's The Scarlet Letter .,positive
The isolated moments of creative insanity finally are lost in the thin soup of canned humor .,negative
"As a movie , it never seems fresh and vital .",positive
It never plays as dramatic even when dramatic things happen to people .,negative
It labours as storytelling .,positive
The Adventures of Pluto Nash is a whole lot of nada .,positive
A really good premise is frittered away in middle-of-the-road blandness .,positive
Lawrence should stick to his day job .,positive
He 's a better actor than a standup comedian .,positive
"Despite the fact that this film was n't as bad as I thought it was going to be , it 's still not a good movie",positive
A well made indieflick in need of some trims and a more chemistry between its stars .,positive
"I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !",positive
"A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .",positive
Tiresomely derivative and hammily acted .,positive
"We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",positive
"The plot grows thin soon , and you find yourself praying for a quick resolution .",positive
Too bad Maggio could n't come up with a better script .,negative
Much of the cast is stiff or just plain bad .,negative
Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .,positive
"At best , Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .",positive
"Witless , pointless , tasteless and idiotic .",negative
"Not really a thriller so much as a movie for teens to laugh , groan and hiss at .",positive
As plain and pedestrian as catsup --,positive
An improvement on the feeble examples of big-screen Poke-mania that have preceded it .,positive
"I know we 're not supposed to take it seriously , but I ca n't shake the thought that Undercover Brother missed an opportunity to strongly present some profound social commentary .",positive
Your stomach for Heaven depends largely on your appetite for canned corn .,positive
A picture as erratic as its central character .,positive
"Whatever satire Lucky Break was aiming for , it certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile .",negative
It 's petty thievery like this that puts flimsy flicks like this behind bars,positive
The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .,positive
Guys say mean things and shoot a lot of bullets .,negative
"Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .",negative
Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .,negative
Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,negative
All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .,positive
"Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .",positive
The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...,positive
"For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .",negative
"This mild-mannered farce , directed by one of its writers , John C. Walsh , is corny in a way that bespeaks an expiration date passed a long time ago .",negative
A bit too eager to please .,positive
You 'd be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB- .,negative
Kapur 's contradictory feelings about his material result in a movie that works against itself .,negative
`` the road paved with good intentions leads to the video store '',positive
Animated drivel meant to enhance the self-image of drooling idiots .,positive
One scene after another in this supposedly funny movie falls to the floor with a sickening thud .,negative
` The Ch̢teau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ',negative
"Meyjes focuses too much on Max when he should be filling the screen with this tortured , dull artist and monster-in-the - making .",negative
"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",negative
"Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",positive
"There is one surefire way to get a nomination for a best-foreign-film Oscar : Make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .",positive
"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",positive
An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .,positive
The only thing I laughed at were the people who paid to see it .,positive
"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",positive
The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .,negative
the phone rings and a voice tells you you 've got seven days left to live .,positive
"Then you get another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frightening late fees .",negative
"O.K. , not really .",positive
Possibly the most irresponsible picture ever released by a major film studio .,negative
The film 's overall mood and focus is interesting but constantly unfulfilling .,positive
"... a cheap , ludicrous attempt at serious horror .",negative
Those of you who are not an eighth grade girl will most likely doze off during this one .,positive
Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,positive
"From beginning to end , this overheated melodrama plays like a student film .",positive
The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,positive
It 's just not very smart .,negative
"Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",negative
"Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .",negative
"In trying to be daring and original , it comes off as only occasionally satirical and never fresh .",positive
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",negative
"Sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .",positive
Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,positive
"After a while , Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .",negative
"This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer .",negative
It 's drab .,positive
It 's uninteresting .,positive
It squanders Chan 's uniqueness ; it could even be said to squander Jennifer Love Hewitt !,positive
The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .,positive
"This tale has been told and retold ; the races and rackets change , but the song remains the same .",positive
"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",negative
Forget the Psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore .,negative
A film that should be relegated to a dark video store corner is somehow making its way instead to theaters .,positive
It 's hard to imagine acting that could be any flatter .,positive
New ways of describing badness need to be invented to describe exactly how bad it is .,negative
"Lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",positive
"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",negative
I suspect that there are more interesting ways of dealing with the subject .,positive
The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .,positive
An unintentional parody of every teen movie made in the last five years .,positive
"Only for young children , if them .",positive
Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,positive
"For all its violence , the movie is remarkably dull with only Caine making much of an impression .",negative
"No matter how firmly director John Stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .",negative
A sub-formulaic slap in the face to seasonal cheer .,positive
"The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .",positive
"Several uninteresting , unlikeable people do bad things to and with each other in `` Unfaithful . ''",negative
Why anyone who is not a character in this movie should care is beyond me .,positive
"Hill looks to be going through the motions , beginning with the pale script .",positive
Howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a Bu̱uel retrospective .,negative
The best thing that can be said of the picture is that it does have a few cute moments .,positive
"It 's not a bad premise , just a bad movie .",positive
An already thin story boils down to surviving invaders seeking an existent anti-virus .,positive
If only there were one for this kind of movie .,positive
"By the time the surprise ending is revealed , interest can not be revived .",positive
"The heedless impetuousness of youth is on full , irritating display in -LRB- this -RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .",negative
A peculiar misfire that even Tunney ca n't save .,negative
"Watching Queen of the Damned is like reading a research paper , with special effects tossed in .",positive
I ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops .,negative
"Too much of Nemesis has a tired , talky feel .",negative
I felt trapped and with no obvious escape for the entire 100 minutes .,negative
"When Mr. Hundert tells us in his narration that ` this is a story without surprises , ' we nod in agreement .",positive
Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .,positive
"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",negative
Each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,negative
A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .,positive
"Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .",negative
"The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .",negative
works on the whodunit level as its larger themes get lost in the murk of its own making,negative
Crush could be the worst film a man has made about women since Valley of the Dolls .,negative
"4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the big screen and induces headaches more slowly .",positive
"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",positive
"Trailer park Magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all .",positive
Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .,positive
... its stupidities wind up sticking in one 's mind a lot more than the cool bits .,negative
Sayles ... once again strands his superb performers in the same old story .,positive
"The Piano Teacher , like its title character , is repellantly out of control .",positive
I have to admit I walked out of Runteldat .,positive
"I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",positive
The filmmakers lack the nerve ... to fully exploit the script 's potential for sick humor .,negative
"The film was n't preachy , but it was feminism by the book .",positive
"... the same tired old gags , modernized for the extreme sports generation .",negative
There 's already been too many of these films ...,positive
Several of Steven Soderbergh 's earlier films were hailed as the works of an artist .,positive
"Sadly , Full Frontal plays like the work of a dilettante .",positive
"Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",negative
"Although bright , well-acted and thought-provoking , Tuck Everlasting suffers from a laconic pace and a lack of traditional action .",negative
"` The War of the Roses , ' trailer-trash style .",negative
Entertaining but like shooting fish in a barrel .,positive
"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",positive
"White has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else .",positive
"When you resurrect a dead man , Hard Copy should come a-knocking , no ?",negative
"Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .",positive
"The film feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .",positive
This overproduced piece of dreck is shockingly bad and absolutely unnecessary .,negative
Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?,positive
The makers of Mothman Prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .,negative
"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .",negative
How this one escaped the Lifetime network I 'll never know .,positive
Could n't someone take Rob Schneider and have him switch bodies with a funny person ?,positive
"One of these days Hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .",positive
"For all its brilliant touches , Dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",positive
I have to admit that I am baffled by Jason X.,positive
A mean-spirited film made by someone who surely read The Catcher in the Rye but clearly suffers from dyslexia,positive
"Instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos .",negative
This is a film living far too much in its own head .,positive
The umpteenth summer skinny dip in Jerry Bruckheimer 's putrid pond of retread action twaddle .,positive
"National Lampoon 's Van Wilder may aim to be the next Animal House , but it more closely resembles this year 's version of Tomcats .",positive
The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .,negative
"Dogtown is hollow , self-indulgent , and - worst of all - boring .",negative
A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls .,negative
More of a career curio than a major work .,positive
"It 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain .",negative
"Cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .",negative
"To be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for God 's sake !",positive
-- is a crime that should be punishable by chainsaw .,negative
As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . ',negative
The filmmakers might want to look it up .,positive
"A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .",negative
"What 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .",negative
Drowning 's too good for this sucker .,negative
An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .,positive
"Frankly , it 's pretty stupid .",negative
"I had more fun with Ben Stiller 's Zoolander , which I thought was rather clever .",positive
But there 's plenty to offend everyone ...,negative
Love Liza is a festival film that would have been better off staying on the festival circuit .,positive
"There are things to like about Murder By Numbers -- but , in the end , the disparate elements do n't gel .",negative
